customer_id,first_name,last_name,email,phone,registration_date,city,state,country,age_group
CUST0046,Joshua,Hebert,customer46@example.com,8731997226344,2024-03-07,West Kimberlystad,Oregon,India,46-60
CUST0047,April,Jones,customer47@example.com,2186838963920,2024-04-29,West Moniqueport,Nebraska,India,60+
CUST0048,Steven,Taylor,customer48@example.com,9174588939519,2024-07-08,New Christopher,Florida,India,26-35
CUST0049,Frederick,Martinez,customer49@example.com,4304104362724,2025-04-27,North Bryan,Illinois,India,18-25
CUST0050,Marcus,Harris,customer50@example.com,4500095978158,2024-07-21,New Marcusport,Arizona,India,60+
CUST0051,Robin,Green,customer51@example.com,4443999759430,2024-12-28,West Michaelton,Delaware,India,26-35
CUST0052,Elizabeth,Patton,customer52@example.com,7841781228844,2025-09-24,Wrightview,Idaho,India,18-25
CUST0053,Angela,Ramirez,customer53@example.com,7557777580564,2024-09-20,Jefferyville,Wyoming,India,60+
CUST0054,Jessica,Young,customer54@example.com,7313415417177,2024-06-24,North Shannon,Minnesota,India,18-25
CUST0055,Meredith,Davis,customer55@example.com,7992095721483,2025-01-03,Andrewton,Iowa,India,18-25
CUST0056,Tammy,Yu,customer56@example.com,2928146361058,2024-07-13,East David,Georgia,India,60+
CUST0057,Richard,Hughes,customer57@example.com,4431630812425,2024-09-12,Lake Robert,Iowa,India,46-60
CUST0058,Amanda,Burton,customer58@example.com,4115729246024,2024-06-24,Martinshire,Nebraska,India,36-45
CUST0059,Jennifer,Greer,customer59@example.com,6923959380071,2025-12-25,Lake Juliabury,Arkansas,India,18-25
CUST0060,William,Ware,customer60@example.com,8502060954763,2024-03-05,Brianton,Pennsylvania,India,18-25
CUST0061,Heidi,Evans,customer61@example.com,0576024830302,2024-03-27,Anthonyshire,New Jersey,India,18-25
CUST0062,Tyler,Nguyen,customer62@example.com,6713349776384,2025-07-24,Lake Connieville,West Virginia,India,60+
CUST0063,Craig,Schultz,customer63@example.com,8975018095666,2024-12-09,Jacksonshire,South Dakota,India,60+
CUST0064,Rebecca,Becker,customer64@example.com,3094283918940,2025-06-29,Carolfurt,Colorado,India,46-60
CUST0065,Christopher,Moreno,customer65@example.com,4429943474906,2025-07-13,South Gina,North Carolina,India,36-45
CUST0066,Nathan,Marks,customer66@example.com,4557510907556,2025-01-14,Tammyview,Washington,India,36-45
CUST0067,Jeffrey,Harrison,customer67@example.com,4137337079091,2024-12-24,Port Terri,Arkansas,India,18-25
CUST0068,Timothy,Becker,customer68@example.com,0200778270531,2024-09-09,Travismouth,Florida,India,60+
CUST0069,Robin,Davis,customer69@example.com,4679883391425,2024-04-28,East Suzanne,Tennessee,India,46-60
CUST0070,William,Smith,customer70@example.com,0380566139587,2024-08-07,Whitneymouth,New Mexico,India,60+
CUST0071,Ashley,Tapia,customer71@example.com,8202373781229,2025-03-14,North Thomas,Georgia,India,36-45
CUST0072,Carmen,Scott,customer72@example.com,0548612868554,2025-04-01,Davidberg,Mississippi,India,46-60
CUST0073,Karen,Hernandez,customer73@example.com,2196784465655,2024-05-03,Russellland,Oregon,India,46-60
CUST0074,Sherry,Chapman,customer74@example.com,5327318367367,2025-08-04,Port Christian,California,India,36-45
CUST0075,Valerie,Munoz,customer75@example.com,6433911401402,2025-09-24,New Lisa,New Mexico,India,46-60
CUST0076,Tanner,Martinez,customer76@example.com,9947484208346,2024-07-26,Hayshaven,Maryland,India,26-35
CUST0077,Kristin,Marks,customer77@example.com,9698939424789,2025-01-29,Smithbury,Maryland,India,60+
CUST0078,Robert,Bowers,customer78@example.com,2118373014817,2025-04-06,Tylershire,Wisconsin,India,60+
CUST0079,Tracy,Duffy,customer79@example.com,2299692563158,2024-01-07,Lake Joseland,Oklahoma,India,36-45
CUST0080,Maria,Mcfarland,customer80@example.com,2272729048343,2024-10-10,Adamsport,Ohio,India,26-35
CUST0081,Andrew,King,customer81@example.com,3826407592084,2024-09-24,Markside,Mississippi,India,46-60
CUST0082,John,Griffin,customer82@example.com,6623152093023,2024-06-23,West Jerry,Missouri,India,18-25
CUST0083,Danielle,Cruz,customer83@example.com,0069051580556,2024-12-21,Ellisonfurt,Kentucky,India,18-25
CUST0084,Paul,Fitzgerald,customer84@example.com,8158587620557,2025-10-30,Barnettbury,Virginia,India,18-25
CUST0085,Cheryl,Johnson,customer85@example.com,8432247346075,2025-07-24,New Danielle,North Dakota,India,60+
CUST0086,Jacqueline,Nelson,customer86@example.com,0112386075944,2024-07-01,East Jessicafort,Minnesota,India,18-25
CUST0087,Steven,Chen,customer87@example.com,5294188991487,2024-08-13,Lake Kaylashire,Vermont,India,60+
CUST0088,Claudia,Thomas,customer88@example.com,2785293980797,2024-05-28,Pierceton,Mississippi,India,18-25
CUST0089,Joshua,Adams,customer89@example.com,8702663988880,2024-02-28,Anthonyberg,California,India,18-25
CUST0090,Nicole,Martinez,customer90@example.com,7895640966139,2023-12-31,Lake Jessica,Missouri,India,46-60
CUST0091,Christopher,Baker,customer91@example.com,0808590569911,2024-01-17,Robertborough,Georgia,India,46-60
CUST0092,Sandra,Key,customer92@example.com,8498412321379,2025-05-28,Farrellville,Rhode Island,India,36-45
CUST0093,Jeffrey,Shaw,customer93@example.com,9346263353626,2024-06-30,Weeksland,Kansas,India,60+
CUST0094,Willie,Abbott,customer94@example.com,7299494916080,2024-12-18,Nicholashaven,Iowa,India,18-25
CUST0095,Ellen,Myers,customer95@example.com,2510477961422,2025-04-11,North Markmouth,West Virginia,India,46-60
CUST0096,Jerry,Ball,customer96@example.com,4871122330642,2024-06-02,Gainesville,New York,India,18-25
CUST0097,Melanie,Rogers,customer97@example.com,0002003476157,2023-12-28,Michaelville,Alabama,India,18-25
CUST0098,Jason,Wheeler,customer98@example.com,8334683711081,2024-07-24,East Douglastown,Vermont,India,60+
CUST0099,Emily,Walsh,customer99@example.com,0030165453222,2024-01-27,Lake Gilbertview,Nebraska,India,26-35
CUST0100,Christopher,Eaton,customer100@example.com,4280430115586,2024-10-13,Stanleyshire,Kentucky,India,46-60
CUST0101,Madeline,Smith,customer101@example.com,6835510870681,2025-07-23,Lake Lauramouth,Missouri,India,26-35
CUST0102,Travis,Jones,customer102@example.com,9633510165400,2025-12-13,Tammymouth,Nebraska,India,60+
CUST0103,Seth,King,customer103@example.com,4650178914787,2024-12-22,North John,Maryland,India,46-60
CUST0104,Kenneth,Little,customer104@example.com,3953709924756,2024-03-07,East Matthewshire,Tennessee,India,46-60
CUST0105,Deborah,Davis,customer105@example.com,3508023629717,2025-06-23,East Travisport,Idaho,India,36-45
CUST0106,Jessica,Murray,customer106@example.com,6368987418636,2024-09-02,Christopherview,Mississippi,India,46-60
CUST0107,Kathy,Smith,customer107@example.com,0882676958163,2025-03-14,New Jessicaville,Virginia,India,18-25
CUST0108,Anthony,Barnes,customer108@example.com,0591319921835,2025-03-05,South Katelynchester,South Dakota,India,46-60
CUST0109,Lauren,Rivera,customer109@example.com,6662825413755,2024-08-29,North Jayhaven,Louisiana,India,36-45
CUST0110,Melanie,Sanchez,customer110@example.com,9040798304802,2024-07-23,South Colinberg,Oregon,India,60+
CUST0111,Heidi,Barton,customer111@example.com,7405563876942,2025-03-05,Brewershire,Maine,India,26-35
CUST0112,Megan,Contreras,customer112@example.com,5024662256626,2024-07-02,East Dianeshire,Vermont,India,60+
CUST0113,Derek,Clark,customer113@example.com,3573902202918,2024-12-24,Brandonberg,Delaware,India,18-25
CUST0114,Christopher,Parrish,customer114@example.com,8593568118260,2024-04-13,Robertburgh,Kentucky,India,26-35
CUST0115,Julie,Barrera,customer115@example.com,1257077065221,2025-09-24,North Bryan,California,India,26-35
CUST0116,Robert,York,customer116@example.com,7372400025918,2025-10-14,South Dawnland,Oklahoma,India,18-25
CUST0117,Troy,Edwards,customer117@example.com,7412329189782,2024-05-18,South Mariaberg,Idaho,India,36-45
CUST0118,Jose,Lopez,customer118@example.com,6872095913753,2025-08-05,Smithberg,Texas,India,18-25
CUST0119,Lori,Miller,customer119@example.com,2476736794881,2024-02-09,East Jennifer,Indiana,India,36-45
CUST0120,Wayne,Alexander,customer120@example.com,4110580622258,2024-02-05,Silvaburgh,Wisconsin,India,60+
CUST0121,Jason,Chung,customer121@example.com,0570363363756,2024-05-15,Latoyahaven,Oklahoma,India,36-45
CUST0122,Curtis,Huang,customer122@example.com,0385237204762,2025-02-04,Maxwellshire,Iowa,India,36-45
CUST0123,Ruben,Terry,customer123@example.com,5394043090818,2025-10-05,Erinshire,Maryland,India,60+
CUST0124,Jonathan,Watts,customer124@example.com,2497124201230,2025-01-11,Duartefort,Pennsylvania,India,60+
CUST0125,Brenda,Jackson,customer125@example.com,1998413268687,2025-08-17,Williston,Nebraska,India,18-25
CUST0126,Tommy,Archer,customer126@example.com,9338932576259,2025-03-20,South Javier,Utah,India,36-45
CUST0127,James,Thompson,customer127@example.com,9848484605323,2024-12-07,Clarkshire,South Carolina,India,60+
CUST0128,Peggy,Gonzalez,customer128@example.com,7526540457249,2025-09-01,South Patrickburgh,Idaho,India,46-60
CUST0129,Megan,Brown,customer129@example.com,1373029416772,2025-11-28,New Darlene,Georgia,India,46-60
CUST0130,Samuel,Salas,customer130@example.com,4874244995061,2024-07-13,East Brianmouth,West Virginia,India,26-35
CUST0131,Jamie,Jones,customer131@example.com,5671131460793,2025-01-30,West Billy,Mississippi,India,36-45
CUST0132,Michael,Thomas,customer132@example.com,8173881463420,2025-08-14,South Thomas,South Carolina,India,26-35
CUST0133,Dakota,Brown,customer133@example.com,7123198795674,2024-04-14,Andrewmouth,Maryland,India,46-60
CUST0134,Kelly,Boyd,customer134@example.com,2137551384997,2024-01-17,Matthewsmouth,Virginia,India,18-25
CUST0135,Hannah,Conrad,customer135@example.com,8664605545431,2025-05-06,Samuelchester,Indiana,India,36-45
CUST0136,John,Anderson,customer136@example.com,9680363147460,2025-06-02,Wutown,Arkansas,India,36-45
CUST0137,David,Smith,customer137@example.com,9797982755302,2024-06-14,Port Christopherstad,Illinois,India,46-60
CUST0138,Dennis,Martin,customer138@example.com,1647229263217,2024-02-05,Port Sara,Iowa,India,60+
CUST0139,Richard,Cortez,customer139@example.com,4535697499631,2024-04-07,East Sandrachester,Florida,India,36-45
CUST0140,Vicki,Chang,customer140@example.com,3376598528047,2024-09-02,Lake Katherineside,Minnesota,India,36-45
CUST0141,April,Smith,customer141@example.com,2139658404270,2025-08-01,Stephanieshire,Hawaii,India,36-45
CUST0142,Sierra,Shepard,customer142@example.com,7119938148702,2025-10-30,Juliamouth,Maryland,India,36-45
CUST0143,Robert,Zimmerman,customer143@example.com,4174476101343,2025-04-20,Port Zachary,Iowa,India,60+
CUST0144,Maria,Foster,customer144@example.com,2960727305139,2024-06-09,New Elizabeth,New Mexico,India,60+
CUST0145,Scott,Sutton,customer145@example.com,6571447944207,2024-07-15,Lanceburgh,South Dakota,India,26-35
CUST0146,Michael,Cole,customer146@example.com,5516385818266,2025-11-26,Lake Tiffanyview,Maryland,India,46-60
CUST0147,Ernest,Hartman,customer147@example.com,7097404257176,2024-07-04,Chelseafort,California,India,46-60
CUST0148,Brianna,Wood,customer148@example.com,4253867967136,2025-10-20,East Sherylland,Wyoming,India,60+
CUST0149,Martha,Whitehead,customer149@example.com,3949768152579,2025-12-18,West Lisamouth,Delaware,India,46-60
CUST0150,Jon,King,customer150@example.com,4199634022454,2024-07-31,South Garretthaven,North Carolina,India,26-35
CUST0151,Jessica,Washington,customer151@example.com,7480443373738,2024-10-02,Vanessaville,Arkansas,India,46-60
CUST0152,Zachary,Martinez,customer152@example.com,2493233912999,2025-01-22,Lake Veronica,Colorado,India,60+
CUST0153,Kelly,White,customer153@example.com,8990295331946,2025-04-23,Torresshire,Hawaii,India,60+
CUST0154,Sarah,Woods,customer154@example.com,5185859839656,2023-12-28,Sheahaven,Hawaii,India,36-45
CUST0155,Taylor,Garcia,customer155@example.com,8898397975796,2025-08-25,West Feliciaview,Oregon,India,60+
CUST0156,Lisa,Juarez,customer156@example.com,9932615211366,2024-06-21,South Jonathan,Illinois,India,36-45
CUST0157,Dawn,Lawson,customer157@example.com,0134896160331,2024-02-25,Wilsonton,Oregon,India,18-25
CUST0158,Scott,Davis,customer158@example.com,0940889728669,2024-03-01,Marquezfurt,Oklahoma,India,46-60
CUST0159,Kyle,Miller,customer159@example.com,3691238637408,2024-10-22,New Annside,Kansas,India,18-25
CUST0160,Lisa,Burgess,customer160@example.com,9951805158149,2024-07-26,Josephfort,Connecticut,India,18-25
CUST0161,Crystal,David,customer161@example.com,7736273141164,2024-02-12,Kennedyview,Tennessee,India,36-45
CUST0162,Denise,Robinson,customer162@example.com,7271502825550,2024-07-24,Ericberg,Kansas,India,46-60
CUST0163,Christina,Ball,customer163@example.com,4651037501471,2024-04-18,Laneborough,Mississippi,India,46-60
CUST0164,Jennifer,Hernandez,customer164@example.com,0489646950960,2024-04-25,Davidfurt,Oklahoma,India,60+
CUST0165,Becky,Turner,customer165@example.com,9133605976055,2025-11-22,Sherrimouth,Tennessee,India,26-35
CUST0166,Evan,Meyers,customer166@example.com,3334596378902,2025-02-02,South Elizabethburgh,Iowa,India,36-45
CUST0167,John,Kennedy,customer167@example.com,8075828192950,2024-01-09,North Kevin,Iowa,India,26-35
CUST0168,Cheryl,Thomas,customer168@example.com,7781789420771,2025-06-13,Richardsonport,Georgia,India,60+
CUST0169,Veronica,Martinez,customer169@example.com,0291216761448,2024-09-25,East Stephaniefort,Wyoming,India,46-60
CUST0170,Jessica,Smith,customer170@example.com,4558231755226,2025-11-15,Karenhaven,Maine,India,36-45
CUST0171,Sarah,Powers,customer171@example.com,0456843175225,2025-08-07,New Josephton,Wisconsin,India,46-60
CUST0172,Gabriella,Vargas,customer172@example.com,6234393965441,2024-11-09,New Caseychester,South Dakota,India,46-60
CUST0173,Jennifer,Mccullough,customer173@example.com,3926528209054,2024-10-11,Charlesborough,Indiana,India,46-60
CUST0174,Ryan,Cook,customer174@example.com,4584125774948,2024-03-03,Gonzalezberg,Minnesota,India,46-60
CUST0175,Courtney,Contreras,customer175@example.com,2574879109969,2025-04-02,Matthewsside,Kentucky,India,60+
CUST0176,Kimberly,Odom,customer176@example.com,5344451004415,2024-09-05,Karenstad,Maryland,India,36-45
CUST0177,Richard,Fox,customer177@example.com,5454537527877,2025-03-09,Youngmouth,Vermont,India,26-35
CUST0178,Erica,Zamora,customer178@example.com,1970902792829,2024-02-25,Waynebury,Nebraska,India,26-35
CUST0179,Diana,Williams,customer179@example.com,1311693794740,2025-01-30,East Susanmouth,New Hampshire,India,46-60
CUST0180,Daniel,Nguyen,customer180@example.com,9003587731343,2024-12-19,Suzanneside,Missouri,India,26-35
CUST0181,Nicole,Powers,customer181@example.com,9118874102192,2025-03-28,South Lisaview,South Dakota,India,18-25
CUST0182,Amy,Solis,customer182@example.com,9441806226970,2025-02-18,Karenville,Texas,India,26-35
CUST0183,Steven,Perry,customer183@example.com,3810300612957,2025-07-03,Michaelmouth,New Mexico,India,60+
CUST0184,Amy,Singh,customer184@example.com,2287713851286,2025-03-02,Torrestown,Montana,India,36-45
CUST0185,Brandy,Montgomery,customer185@example.com,3631966564410,2024-07-30,Wiseberg,Utah,India,36-45
CUST0186,Brian,Price,customer186@example.com,5761022191885,2025-11-30,Warnerburgh,New York,India,36-45
CUST0187,Tamara,Jackson,customer187@example.com,5073941619379,2025-01-14,West Rebeccahaven,Washington,India,46-60
CUST0188,Ryan,Gonzalez,customer188@example.com,5747703650413,2025-09-29,Williamsshire,Nebraska,India,18-25
CUST0189,Teresa,Preston,customer189@example.com,2610462198318,2024-07-20,South Kevinmouth,Kansas,India,46-60
CUST0190,Shelley,Rios,customer190@example.com,8375137731220,2024-09-03,Marissaland,Montana,India,18-25
CUST0191,Tiffany,Perez,customer191@example.com,7697599651010,2025-08-05,East Michael,Delaware,India,60+
CUST0192,Derek,Guerrero,customer192@example.com,7895109412654,2024-04-17,North Alyssabury,Ohio,India,60+
CUST0193,Sonya,Wang,customer193@example.com,9322627913604,2024-09-11,Hicksburgh,New Hampshire,India,26-35
CUST0194,Nathan,Johnson,customer194@example.com,9013318388479,2024-04-10,New Jasonhaven,Virginia,India,36-45
CUST0195,Maria,Jones,customer195@example.com,5904048801780,2024-12-22,Sandrafurt,Montana,India,36-45
CUST0196,Matthew,Mcdonald,customer196@example.com,0980591976091,2025-08-25,Caldwellbury,Vermont,India,46-60
CUST0197,Deborah,Williams,customer197@example.com,1092811572300,2025-07-11,South Melissa,New Mexico,India,46-60
CUST0198,Patricia,Jones,customer198@example.com,8407588705943,2025-10-24,Saraville,Delaware,India,18-25
CUST0199,Debbie,Hill,customer199@example.com,9176800655310,2025-09-30,West Theresashire,New Hampshire,India,46-60
CUST0200,William,Stewart,customer200@example.com,0095665570635,2024-09-25,Lake Kevin,Texas,India,46-60
CUST0201,Gregory,Arroyo,customer201@example.com,7327006161846,2025-10-05,Antoniochester,Ohio,India,18-25
CUST0202,Tammy,Williams,customer202@example.com,6444930970708,2025-02-11,Traceytown,North Carolina,India,46-60
CUST0203,Brent,Jennings,customer203@example.com,6994942616154,2024-01-10,Cassandrastad,Pennsylvania,India,46-60
CUST0204,Lindsay,Travis,customer204@example.com,4767834804074,2024-07-16,North Joshua,South Dakota,India,18-25
CUST0205,Richard,Murray,customer205@example.com,6517404282129,2025-03-30,Lake Jonburgh,Massachusetts,India,36-45
CUST0206,Adam,Johnson,customer206@example.com,0371272345220,2024-01-04,West Jillianmouth,Nevada,India,60+
CUST0207,Tracy,Bird,customer207@example.com,5748368347349,2025-08-25,South Leslie,Alabama,India,36-45
CUST0208,Jessica,Moore,customer208@example.com,4551124900714,2024-09-26,Port Michele,Tennessee,India,18-25
CUST0209,Antonio,Brown,customer209@example.com,3146368855102,2024-05-25,Tranborough,Texas,India,26-35
CUST0210,Paige,Dean,customer210@example.com,5315721223849,2024-08-16,New William,Wyoming,India,46-60
CUST0211,Rebekah,Medina,customer211@example.com,4149519663232,2025-04-14,South Bridgetshire,Kentucky,India,26-35
CUST0212,Virginia,Martin,customer212@example.com,5747682861857,2025-03-11,Amyburgh,West Virginia,India,36-45
CUST0213,Daniel,Cruz,customer213@example.com,4417912555563,2024-05-23,East Vanessa,Maryland,India,46-60
CUST0214,Penny,Holt,customer214@example.com,5182019595031,2024-02-03,South Jamesmouth,Oklahoma,India,46-60
CUST0215,Bruce,Smith,customer215@example.com,6665059755240,2024-10-27,Brianhaven,Vermont,India,46-60
CUST0216,Ronald,Coleman,customer216@example.com,2189704312437,2025-11-13,Port Loriburgh,Virginia,India,46-60
CUST0217,Bonnie,Brown,customer217@example.com,7327116582625,2025-01-01,Aprilland,Kentucky,India,36-45
CUST0218,Tamara,Hopkins,customer218@example.com,8845494252678,2024-06-14,Jacksonhaven,Georgia,India,46-60
CUST0219,Lisa,Butler,customer219@example.com,7807674150890,2025-03-11,Aprilberg,Alabama,India,36-45
CUST0220,Laurie,Benson,customer220@example.com,7537000475407,2025-12-09,Leeburgh,Delaware,India,36-45
CUST0221,Joshua,Ross,customer221@example.com,6981040768965,2025-01-13,Port Ryanmouth,Washington,India,46-60
CUST0222,Krystal,Brown,customer222@example.com,2110034206200,2025-07-12,Jessicatown,New York,India,26-35
CUST0223,Natalie,Maynard,customer223@example.com,3154075306810,2025-08-21,Erichaven,Wyoming,India,26-35
CUST0224,Samuel,Sanchez,customer224@example.com,3542498850693,2024-08-04,Davidborough,Virginia,India,36-45
CUST0225,Laura,Frye,customer225@example.com,7021070391370,2025-12-16,Craigchester,Alabama,India,46-60
CUST0226,Stephanie,Garza,customer226@example.com,2703081168797,2025-09-30,Jonathanfurt,Connecticut,India,18-25
CUST0227,William,Murillo,customer227@example.com,7492142436350,2025-08-27,Turnerstad,Michigan,India,60+
CUST0228,Denise,Gentry,customer228@example.com,9000554310070,2024-10-31,Port Reginaldshire,Maine,India,18-25
CUST0229,Nicole,Sherman,customer229@example.com,5360871024561,2024-09-18,New Joel,Idaho,India,18-25
CUST0230,Stacey,Adams,customer230@example.com,7532276851102,2024-10-15,Johnsonchester,Delaware,India,60+
CUST0231,Melissa,Robertson,customer231@example.com,4094072843400,2025-11-25,Port Brookeville,Iowa,India,18-25
CUST0232,Donna,Ruiz,customer232@example.com,7175761283752,2025-06-10,Port Dwayneville,Georgia,India,36-45
CUST0233,Kelly,Ford,customer233@example.com,2307782508100,2024-01-14,Evansbury,Maine,India,36-45
CUST0234,Matthew,Zimmerman,customer234@example.com,5825171637790,2024-05-07,East Kristen,Alaska,India,26-35
CUST0235,Amanda,Simpson,customer235@example.com,3193355559025,2025-04-03,West Sarahshire,Oregon,India,36-45
CUST0236,Jonathan,Vasquez,customer236@example.com,7731240356768,2025-10-29,South Jasmine,New Mexico,India,46-60
CUST0237,Lisa,Robles,customer237@example.com,2177809777940,2024-02-10,East Heather,Missouri,India,26-35
CUST0238,Johnny,Tyler,customer238@example.com,1577076627972,2024-04-17,New Paula,Wisconsin,India,18-25
CUST0239,Darrell,Miller,customer239@example.com,7158822666647,2024-04-22,Port April,Arkansas,India,26-35
CUST0240,Erik,Riddle,customer240@example.com,0127224118369,2025-10-08,North Joeburgh,Alabama,India,26-35
CUST0241,Raymond,Green,customer241@example.com,8695327703928,2024-03-01,East Nicholas,Oregon,India,18-25
CUST0242,Tyler,Smith,customer242@example.com,4634782349628,2024-07-31,Port Dorismouth,New Jersey,India,18-25
CUST0243,Rebecca,Short,customer243@example.com,4825171463735,2025-01-06,Lake Pamelaside,North Dakota,India,18-25
CUST0244,Heather,Morales,customer244@example.com,9464212720332,2025-05-18,Cooperview,Minnesota,India,46-60
CUST0245,Gary,Moore,customer245@example.com,3941923838102,2024-01-30,Victoriahaven,Arizona,India,18-25
CUST0246,Patrick,Lewis,customer246@example.com,6076124047869,2024-05-26,East Kennethville,Virginia,India,18-25
CUST0247,Melanie,Johnson,customer247@example.com,6618186054671,2025-09-25,North Jesse,Montana,India,18-25
CUST0248,Victoria,Carter,customer248@example.com,2581131686423,2025-02-18,Brianview,Missouri,India,46-60
CUST0249,Emily,Hansen,customer249@example.com,0926623102254,2025-05-10,Port Alexandershire,New Jersey,India,36-45
CUST0250,Dana,Warner,customer250@example.com,5089040276067,2025-05-11,Port Chelsea,Virginia,India,26-35
CUST0251,Patricia,Powell,customer251@example.com,2790255521934,2024-01-20,Lake Stephanie,Utah,India,60+
CUST0252,Erica,Hoffman,customer252@example.com,8518524077678,2025-03-19,Port Sherryfort,Massachusetts,India,18-25
CUST0253,Tina,Butler,customer253@example.com,6937154670991,2024-10-18,South Michael,New York,India,26-35
CUST0254,Abigail,Smith,customer254@example.com,9587170961904,2024-10-15,East Jessica,Nebraska,India,36-45
CUST0255,Amber,Gray,customer255@example.com,2779238276908,2025-02-21,Lake John,Nevada,India,18-25
CUST0256,Lisa,Pearson,customer256@example.com,6654015984869,2024-10-09,North Kyle,Indiana,India,26-35
